,id,log_price,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,Accessible,Air conditioning,BBQ grill,Baby friendly,Changing table,Bath towel,Bathtub,Beachfront,Breakfast,Coffee maker,Dishwasher,Doorman,Elevator,Extra pillows and blankets,Family/kid friendly,Firm mattress,First aid kit,Free parking,Game console,Garden or backyard,Gym,Heating,Hot tub,Indoor fireplace,Internet,Iron,Keypad,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Pool,Private bathroom,Private entrance,Private living room,Refrigerator,Smoking allowed,Stove,Suitable for events,TV
10,5578513,4.605170185988092,Apartment,Private room,2,1.0,Real Bed,strict,True,NYC,"This is a bright bedroom in an historic building with exposed brick walls and modern appointments, situated in the most vibrant and eclectic neighborhood in Manhattan!  You'll get an authentic experience during your stay in New York here. I have a room available in a lovely apartment in the East Village, close to the subway (5-10 minutes) and SoHo, Little Italy, and the Lower East Side (Each about 15 minutes).  Also located nearby are the eclectic and Lively St. Marks Place and Tompkins Square Park.   The room has a full-size bed, a large wardrobe, bookshelves, and a closet, and it has two large windows with plenty of light.   The apartment has a fully-equipped kitchen, a living room, a bathroom, a washer, and a dryer, all of which guests are welcome to use. The East Village is a great neighborhood with ample nightlife, and borders many other well-known Manhattan neighborhoods each with unique restaurants, shops, and character.  It is minutes away from the 2nd Avenue station for the F ",2013-04-28,t,t,100%,2013-03-27,f,2016-11-15,Large East Village Bedroom To Let!,82,93.0,10009.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,17423675,5.0106352940962555,House,Entire home/apt,4,1.5,Real Bed,strict,True,LA,"A 1044 sq. ft., 1950's beach house. 3 Blocks from the beach, on the green belt, 1 block from the Valley Park. Situated between the Manhattan and Hermosa Piers close to all the Southbay has to offer. This is a 1044sq. ft., 1950's beach house with an open floor plan. One bedroom has an antique Queen Bed, the 2nd bedroom/office has a full size murphy bed, and a sofa w/foldout bed in the living room. Beach gear is available; chairs, towels, umbrellas. One car garage no garage door opener. Ample, free street parking available, no permit required. I can usually park right in front of the house. The laundry room is accessed through the garage side door. Luggage racks, closet space and dressers in each bedroom for guest use. I try not to disturb my guests unnecessarily during their stay, but am available if needed. I've lived in the Southbay since 1969. I hope you enjoy stay as much as I have loved living here for so many years. It is a residential, family friendly neighborhood. Hermosa means ",2015-07-02,t,t,100%,2015-06-11,f,2016-11-18,Sand Section Beach Bungalow,29,97.0,90254,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
12,14066228,4.248495242049359,Apartment,Private room,2,1.0,Real Bed,flexible,True,LA,"Newly furnished room in beach apartment one street up from the water! Relaxing ocean view from the patio in this quaint pet-friendly complex. Right next to the Riviera Village, full of restaurants and shopping! If you would like to rent on days not listed under availability, please message! I may be able to accommodate :)",,t,f,,2016-05-10,f,,Beach Pad 1 min walk to the ocean!,0,,90277,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
13,2658946,5.298317366548036,Apartment,Entire home/apt,6,1.5,Real Bed,strict,True,DC,"Amazing location at the heart of U street and 14th street neighbourhoods! Great 2 bedroom apartment (sleeps 6) in the heart of DC with excellent walkability and a great choice of restaurants, coffee shops, bars, grocery stores within a couple minutes walk. White house is within a 30 min walk or 5 min taxi ride away. Metro station only 7 minutes away! Home is open plan layout with hard wood floors, exposed brick walls, stainless steel kitchen appliances, a private deck and a parking space. Come stay in our lovely, modern home, right around the corner from 14th street`s action!  14th st is famous in DC for its trendy storefronts, endless dining options, and the bustling music scene. Families and friends will have no trouble finding entertainment and culture right outside of your door!  We host the basement unit as well, so for those with larger groups, please inquire about opening up the rest of the home to sleep an additional 4 guests.  Jack and Jill set up allows both the master bedroo",2017-02-18,t,t,100%,2012-10-12,t,2017-04-30,Charming 2 bdrm in trendy U/14th streets w/parking,13,89.0,20009,2.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
14,583490,4.955827057601262,Apartment,Entire home/apt,2,1.0,Real Bed,strict,True,LA,"This apartment is charming and wonderful. Beautiful plaster walls 9 foot ceilings hardwood floors throughout. ..LOOKING FOR ""SOLID GUEST"" , for a ""SOLID Amt OF DAYS inMAY""......Kitchen floors & counter are imperfect thru age.The living room window is two French doors that opens out onto palm fronds right before you. Think of the Eagles song hotel California and imagine an apartment for that song this is it.. 9 foot curved living room and bedroom ceiling. Hardwood floors hand trowel plaster walls and ceiling .. vintage and historical Long Beach is super close to all parts of LA look at a map and see. There are many restaurants and shops with in the Long Beach area to have good food for a reasonable price. I am very happy to share local information tailored to your interest and curiosity's (READ MY 22 PREVIOUS REVIEWS) ...This listing is  when you have the entire Home to yourself. I might at your arrival to pass the key/ welcome you upon arrival…Otherwise I'm available for questions and ",2017-03-25,t,t,100%,2012-11-20,f,2017-04-06,VINTAGE 1930s Mediteranian Apt. (NOT a party SPOT),2,100.0,90804,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,6226658,4.0943445622221,Apartment,Private room,2,1.5,Real Bed,moderate,True,Chicago,"Just west of vibrant Wicker Park and Ukranian Village, welcome home to Humboldt Park.  There's a really great urban park just 2 minutes away, where you can get a breath of air and also really great views of the city. This home is shared by 2 working ceramic artists.  Outside of day jobs as freelancers we both keep studio space across town, so the home for us is a clean and comfortable space, with lots of light and creative touches in every corner.  This apartment has the special character of being a duplex with the added bonus of a nice fireplace, which we especially enjoy during the cold Chicago winter!  Currently we are renting one room to a doctor, and I am taking time away from Chicago and offering my room to AirBnb guests. Guests are welcome to be at home in their room, or in either of the common sitting areas.  Kitchen use is permitted, with courtesy of hosts.  Ask for details & kitchen orientation when you check-in. With 2 roommates sharing the duplex on a permanent basis, eithe",,t,t,100%,2012-09-10,f,,Sweet Home Chicago,0,,60622,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16,7499179,4.31748811353631,Loft,Private room,2,1.0,Real Bed,strict,False,Chicago,"Our place IS Six Corners! Top floor of 4 story building. Close to Big Star, Violet Hour, Bongo Room, Stan's Donuts, Wormhole Coffee, CTA Blue Line, all the bars, all the restaurants, all the shopping! You’ll love our place because of the high ceilings, the views, the location, the people, the ambiance, the rooftop with a Chicago skyline view, the proximity to everything you want to see in the neighborhood and the city. Our place is good for couples, solo adventurers, and furry friends. Wicker Park is noisy on weekends, and your room is on Milwaukee Avenue, so plan for it too be a little louder on Friday and Saturday, and sometimes Sunday as well.",2016-08-14,t,f,,2016-07-29,f,2016-10-16,Private room in Wicker Park loft at Six Corners,15,91.0,60622,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
17,14648556,4.59511985013459,Townhouse,Private room,2,2.0,Real Bed,strict,True,Boston,"This is a nice duplex in a good location.Recently renovated with central air/heat,close to broadway, numerous restaurants,coffee,pubs and all kinds of other stores. Walk 10 min. to redline T. One stop to south station, 3-4 stops to MIT and Harvard. Minutes walking to Convention center, Boston harbor,Quincy Market,Faneuil Hall,seaport, museums etc. Bus 9 takes you to prudential shopping mall. Its a nice and safe neighborhood. Good for couples,solo adventurers and business travelers, welcome! This place is located at a quiet street but very close to broad way,numerous restaurants, coffee, ice cream and all kinds of stores. Walk 10 min. to Broadway redline T . One T stop to south station, 3-4 stops to MIT and Harvard. Walking distance to Convention center (10 min.).Boston harbor,Quincy Market,Faneuil Hall,seaport, museums etc. Bus 9 takes you to prudential shopping mall. Its a great location, nice and safe neighborhood,good for couples,solo adventurers, and business travelers. Welcome! ki",2016-07-16,t,t,100%,2014-07-27,f,2017-02-07,"Comfy room (C) near T, convention center, downtown",12,88.0,02127,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
18,17589436,4.882801922586372,Apartment,Entire home/apt,2,1.0,Real Bed,strict,True,NYC,"I am renting a very spacious, unique, bright L shape studio filled with character for perfect NYC vibe & getaway. Apt is located Lower East Side (LES) walking distant SOHO,Nolita, Chinatown, lots of restaurants and bars and close to the F,B,D,J,M,Z . Hello all , I am happy to rent my apartment to  respectful, clean individuals. I love my apartment and want to make sure it is in good hands while away.  My apt. is located one of the most convenient and attractive neighborhood  in Manhattan, Lower East Side (LES). It's a very quiet  apartment best fits 2 guests. ( one Queen size real bed 60"" x 80"" and one single day bed) 15 feet wide window provides great light and eastern views of downtown Manhattan, lying in bed and gazing out the window is lovely. Furniture's are carefully selected by award winner interior designer  and items within the space give the whole apartment a colorful , light and airy / spacious feeling. Any questions I am happy to answer and after 14+ years living in New Yor",2015-09-26,t,t,71%,2015-08-17,f,2016-12-12,"Amazing LES apt - cool, bright...",26,86.0,10002,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
19,18224863,4.59511985013459,House,Entire home/apt,8,1.0,Real Bed,strict,True,NYC,"Huge 3 bedroom apartment situated in Flatbush, Brooklyn. Average 8 mins walk to train station. Average 30 mins to Manhattan and 10 mins ride to Barclays Center, Prospect Park, Brooklyn Museum, Kings Theatre and Williamsburg.This apartment minimun booking amount are three guests. Spacious 3 bedroom with lots of closet space.  Private entrance Full kitchen Large living  room Large bedrooms Wifi Queen size bed Private entrance Yes Multicultural neighborhood, shopping areas as well as restaurants that are in close proximity. Shopping and fitness centers within walking distance. Average 8 mins walk to train station and 2 mins to the bus.  Average 30 mins to Manhattan and 10 mins ride to Barclays Center, Prospect Park and Brooklyn Museum. 10 mins walk to Kings Theatre. Bus or train to Williamsburg.",2017-07-30,t,f,100%,2017-05-09,t,2017-09-15,3 Bedroom Apartment for Small Group or Family,5,72.0,11226.0,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1
20,7264511,4.382026634673881,House,Private room,2,1.0,Real Bed,strict,True,LA,"Lovely 1 BR with queen bed and private bath ensuite available for you to feel at home in.  Lovely and safe residential neighborhood where I raised my family. GREAT location - 20-25 minutes to almost anywhere in LA! Just minutes to Universal Studios. EVERYONE is welcome to my home! Truly a peaceful spot to call home while in LA to play in the sun or sell that new script! I've traveled all over the world. I understand when a little flexibility is needed with your travel plans. Please just communicate with me so we are both on the same page. The bedroom has its own bathroom and a walk in closet. It is located on the second floor of the house. You have access to the kitchen for  food prep. If you have the need to cook (i.e. a full blown meal), please check with me first. There is a Keurig for your use, light snacks and bottled water always available for you as well. There is a pool in the back yard that is also available for your use. There is always street parking next to the house (watch",2016-06-26,t,t,100%,2016-01-11,f,2017-02-08,Chill out after work or playing in Los Angeles,26,98.0,91401,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
21,16679342,3.688879454113936,House,Private room,2,1.5,Real Bed,strict,True,NYC,"Cozy room in my big private house in Brooklyn. The room is smaller but guests have access to all of the common areas in the house. Its is great if your visiting the city and want some privacy and peacefulness in your New York travels. Check in time is flexible please contact me if you are interested in long term rental Guest have acces to the room and all the common areas including the back yard We can chat sometimes and i will tell you more about the neighborhood other than that you are on your own Jamaican / West Indian neighborhood amazing food, cool people, irie (URL HIDDEN) entire street is private houses. Train stop: Utica Avenue & Sutter Avenue - 8minute walk or 3 minute bus ride, the bus that drops you from the train station runs very often so it really is a quick ride to the manhattan. the bus stop is one block away.",2015-10-10,t,t,100%,2014-08-27,f,2017-09-22,THE LIBRARY LOUNGE,57,89.0,11212.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,3563677,4.90527477843843,Apartment,Entire home/apt,4,1.0,Real Bed,moderate,True,LA,"My place is close to Broken Spanish, LA Live, Staples Center, Microsoft theater, Grammy Museum, Mortons, Fig & 7th, Macy's Plaza, The Bloc, Whole foods, Ralph, Metro Station, Flower District, Fashion District, Broadway Theatre District, The Broad, Walt Disney Concert Hall, AMC Theatres. You’ll love my place because of the neighborhood, the entertainment district, the view, the pool and spa . My place is good for couples, solo adventurers, business travelers, and families (with kids). Unique, clean and very modern loft overlooking LA Live Ritz tower.  TV is equipped with netflix and amazon prime All access to common area business lounge, pool, spa and gym I'm always available should you need me, text or call. Clean, safe and next to LA Live and Convention Center Uber and Metro are readily available. No mention of AIR BNB as this will jeopardize your stay.  I will be your point of contact, not building management",2016-07-23,t,t,100%,2014-11-28,t,2017-04-25,"LOFT WITH VIEW, Convention center!",73,99.0,90015,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
23,17615783,4.007333185232471,House,Private room,2,1.0,Real Bed,moderate,True,LA,"A cozy home on a beautiful tree-lined street centrally located to get anywhere in L.A. in less than 25 minutes...depending on traffic of course. The backyard is a great place to hang or eat at the table under the umbrella... My home is your home :) Private bedroom  Open to someone who is mature and considerate or a couple for short stay.  Double Size Bed/Practically brand new Shared bathroom/But I'm clean & keep it like you see it in the pics ;) No smoking Great neighborhood Includes wireless internet No cable, sorry :/  But recently got ""Apple TV"" :) Hardwood floors Ample parking Peaceful backyard with table, chairs and umbrella. Central Air The bus is 1 street light away. (5 min. gets you to Subway which goes from N. Hollywood to downtown) Valley College is 1 mile away. 2 minutes from 101 & 405 freeway 2 minutes from Ventura Blvd. shopping, mall and restaurants 15 minutes to Hollywood 22 minutes to Santa Monica Beach w/out traffic ;) Short term leases are welcome! Please let me know ",2014-10-20,t,t,,2012-07-12,f,2015-03-14,Private Rm. 1Blk. From Sherman Oaks,2,100.0,91401,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,2479317,6.956545443151567,Apartment,Entire home/apt,4,1.0,Real Bed,moderate,True,DC,"Our place is a modern, spacious apartment on the upper level of a walk-up in the historic Dupont Circle neighborhood. Located on a quiet, but hip street with local bars and restaurants. Exactly 1 mile to the White House! Plus just a few blocks to the Dupont metro station and 14th street/U Street restaurants and bars. Also walking distance to Georgetown, Logan Circle, and Adams Morgan areas. One bedroom, one bathroom. One queen bed in the bedroom, along with a flat screen TV and plenty of space for your luggage.  An additional queen air mattress is available for use in the living room  (Insta-Bed Raised Air Mattress with Never Flat Pump - Queen). We have a memory foam mattress pad, extra sheets, and pillows available for use if this bed is needed. Plenty of room in either the bedroom or living room for the air mattress. I will make my self available to give you a set of keys upon your arrival. You can leave the keys in the apartment when you check out.",,t,f,,2015-05-19,f,,Dupont 1 bedroom - 1 mile from the White House!,0,,20009,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
25,14122244,5.003946305945459,Apartment,Entire home/apt,6,1.0,Real Bed,strict,True,NYC,"My place is close to JFK Airport, Green Acres Commons, Supermarkets, Restaurants, Bank of America, Chase. You’ll love my place because of the comfy beds, the kitchen, the coziness, and the light. My place is good for couples, solo adventurers, business travelers, families (with kids). This home is a great place to just relax! The area is very quiet and public transportation is within walking distance.   The home is spacious and bright with beautiful hardwood floors, updated appliances, and lovely decor. Relax in the living room with a flat screen TV with cable, or enjoy a meal at home with a kitchen perfect for cooking and a large dining table. For our Business Travelers - we have a business area equipped with a desk lamp, laptop desk and a all in one printer.   We also have a safe installed for our guest to keep their valuables -  There are 3 cozy bedrooms, each with a comfortable queen bed. The bathroom is beautifully updated with modern accents and a tub shower. The location is grea",2017-03-25,t,t,100%,2017-01-10,f,2017-09-24,JFK LUXURIOUS APARTMENT,14,100.0,11411.0,3.0,3.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1
